25 600
16 9 758
16 10 904
16 11 477
16 12 43
16 13 845
16 14 786
16 15 178
16 17 590
16 18 389
16 19 587
16 20 568
16 21 115
16 22 488
16 23 873
16 24 117
17 0 813
17 1 563
17 2 745
17 3 653
17 4 852
17 5 779
17 6 590
17 7 143
17 8 380
17 9 933
17 10 975
17 11 578
17 12 673
17 13 63
17 14 16
17 15 927
17 16 590
17 18 966
17 19 741
17 20 19
17 21 991
17 22 223
17 23 224
17 24 955
18 0 26
18 1 316
18 2 613
18 3 136
18 4 547
18 5 226
18 6 47
18 7 624
18 8 118
18 9 256
18 10 805
18 11 977
18 12 989
18 13 11
18 14 488
18 15 366
18 16 389
18 17 966
18 19 190
18 20 377
18 21 707
18 22 937
18 23 132
18 24 354
19 0 937
19 1 821
19 2 336
19 3 575
19 4 316
19 5 421
19 6 806
19 7 114
19 8 458
19 9 368
19 10 350
19 11 618
19 12 956
19 13 932
19 14 534
19 15 76
19 16 587
19 17 741
19 18 190
19 20 292
19 21 130
19 22 671
19 23 98
19 24 824
20 0 274
20 1 8
20 2 57
20 3 495
20 4 325
20 5 265
20 6 494
20 7 26
20 8 956
20 9 354
20 10 991
20 11 297
20 12 756
20 13 501
20 14 558
20 15 545
20 16 568
20 17 19
20 18 377
20 19 292
20 21 208
20 22 702
20 23 521
20 24 621
21 0 794
21 1 131
21 2 249
21 3 369
21 4 729
21 5 369
21 6 595
21 7 284
21 8 751
21 9 40
21 10 494
21 11 138
21 12 536
21 13 547
21 14 122
21 15 427
21 16 115
21 17 991
21 18 707
21 19 130
21 20 208
21 22 108
21 23 757
21 24 196
22 0 429
22 1 285
22 2 754
22 3 627
22 4 762
22 5 819
22 6 566
22 7 421
22 8 918
22 9 658
22 10 933
22 11 326
22 12 904
22 13 728
22 14 229
22 15 965
22 16 488
22 17 223
22 18 937
22 19 671
22 20 702
22 21 108
22 23 723
22 24 987
23 0 393
23 1 920
23 2 491
23 3 508
23 4 948
23 5 692
23 6 109
23 7 276
23 8 78
23 9 651
23 10 133
23 11 314
23 12 581
23 13 981
23 14 404
23 15 934
23 16 873
23 17 224
23 18 132
23 19 98
23 20 521
23 21 757
23 22 723
23 24 385
24 0 301
24 1 703
24 2 288
24 3 497
24 4 642
24 5 820
24 6 666
24 7 850
24 8 482
24 9 296
24 10 438
24 11 488
24 12 708
24 13 225
24 14 390
24 15 261
24 16 117
24 17 955
24 18 354
24 19 824
24 20 621
24 21 196
24 22 987
24 23 385
2
