25 600
8 2 31
8 3 82
8 4 64
8 5 18
8 6 39
8 7 55
8 9 48
8 10 48
8 11 96
8 12 22
8 13 99
8 14 83
8 15 9
8 16 53
8 17 62
8 18 68
8 19 43
8 20 1
8 21 22
8 22 19
8 23 61
8 24 76
9 0 40
9 1 94
9 2 2
9 3 50
9 4 14
9 5 90
9 6 62
9 7 48
9 8 48
9 10 25
9 11 95
9 12 42
9 13 99
9 14 89
9 15 18
9 16 51
9 17 20
9 18 14
9 19 27
9 20 83
9 21 42
9 22 100
9 23 22
9 24 91
10 0 25
10 1 72
10 2 68
10 3 18
10 4 34
10 5 47
10 6 92
10 7 84
10 8 48
10 9 25
10 11 50
10 12 19
10 13 28
10 14 83
10 15 59
10 16 31
10 17 56
10 18 20
10 19 6
10 20 39
10 21 10
10 22 24
10 23 98
10 24 42
11 0 75
11 1 7
11 2 100
11 3 30
11 4 54
11 5 61
11 6 58
11 7 80
11 8 96
11 9 95
11 10 50
11 12 39
11 13 93
11 14 52
11 15 12
11 16 37
11 17 33
11 18 16
11 19 77
11 20 44
11 21 58
11 22 49
11 23 55
11 24 48
12 0 44
12 1 94
12 2 97
12 3 30
12 4 15
12 5 54
12 6 79
12 7 1
12 8 22
12 9 42
12 10 19
12 11 39
12 13 76
12 14 3
12 15 38
12 16 81
12 17 72
12 18 66
12 19 71
12 20 31
12 21 91
12 22 8
12 23 5
12 24 35
13 0 75
13 1 43
13 2 50
13 3 24
13 4 89
13 5 92
13 6 97
13 7 70
13 8 99
13 9 99
13 10 28
13 11 93
13 12 76
13 14 81
13 15 83
13 16 44
13 17 98
13 18 20
13 19 70
13 20 76
13 21 59
13 22 22
13 23 87
13 24 79
14 0 61
14 1 100
14 2 86
14 3 23
14 4 19
14 5 87
14 6 100
14 7 89
14 8 83
14 9 89
14 10 83
14 11 52
14 12 3
14 13 81
14 15 55
14 16 3
14 17 74
14 18 97
14 19 36
14 20 22
14 21 59
14 22 54
14 23 58
14 24 65
15 0 94
15 1 88
15 2 51
15 3 91
15 4 54
15 5 68
15 6 21
15 7 6
15 8 9
15 9 18
15 10 59
15 11 12
15 12 38
15 13 83
15 14 55
15 16 15
15 17 41
15 18 24
15 19 46
15 20 47
15 21 38
15 22 72
15 23 78
15 24 39
16 0 78
16 1 22
16 2 76
16 3 95
16 4 59
16 5 35
16 6 92
16 7 72
16 8 53
16 9 51
16 10 31
16 11 37
16 12 81
16 13 44
16 14 3
16 15 15
16 17 33
16 18 48
16 19 65
16 20 100
16 21 84
16 22 3
16 23 70
16 24 39
17 0 77
17 1 80
17 2 9
17 3 63
17 4 1
17 5 28
17 6 27
17 7 22
17 8 62
17 9 20
17 10 56
17 11 33
17 12 72
17 13 98
17 14 74
17 15 41
17 16 33
17 18 85
17 19 79
17 20 23
17 21 74
17 22 10
17 23 50
17 24 20
18 0 21
18 1 58
18 2 2
18 3 18
18 4 4
18 5 82
18 6 98
18 7 7
18 8 68
18 9 14
18 10 20
18 11 16
18 12 66
18 13 20
18 14 97
18 15 24
18 16 48
18 17 85
18 19 58
18 20 92
18 21 9
18 22 28
18 23 30
18 24 86
19 0 41
19 1 78
19 2 60
19 3 57
19 4 94
19 5 59
19 6 18
19 7 35
19 8 43
19 9 27
19 10 6
19 11 77
19 12 71
19 13 70
19 14 36
19 15 46
19 16 65
19 17 79
19 18 58
19 20 91
19 21 7
19 22 14
19 23 50
19 24 74
20 0 48
20 1 80
20 2 32
20 3 12
20 4 100
20 5 82
20 6 78
20 7 86
20 8 1
20 9 83
20 10 39
20 11 44
20 12 31
20 13 76
20 14 22
20 15 47
20 16 100
20 17 23
20 18 92
20 19 91
20 21 72
20 22 6
20 23 83
20 24 61
21 0 48
21 1 17
21 2 89
21 3 88
21 4 93
21 5 59
21 6 15
21 7 4
21 8 22
21 9 42
21 10 10
21 11 58
21 12 91
21 13 59
21 14 59
21 15 38
21 16 84
21 17 74
21 18 9
21 19 7
21 20 72
21 22 84
21 23 6
21 24 39
22 0 72
22 1 49
22 2 83
22 3 72
22 4 36
22 5 46
22 6 15
22 7 7
22 8 19
22 9 100
22 10 24
22 11 49
22 12 8
22 13 22
22 14 54
22 15 72
22 16 3
22 17 10
22 18 28
22 19 14
22 20 6
22 21 84
22 23 86
22 24 19
23 0 87
23 1 89
23 2 63
23 3 19
23 4 92
23 5 3
23 6 30
23 7 80
23 8 61
23 9 22
23 10 98
23 11 55
23 12 5
23 13 87
23 14 58
23 15 78
23 16 70
23 17 50
23 18 30
23 19 50
23 20 83
23 21 6
23 22 86
23 24 59
24 0 87
24 1 78
24 2 84
24 3 86
24 4 81
24 5 76
24 6 37
24 7 73
24 8 76
24 9 91
24 10 42
24 11 48
24 12 35
24 13 79
24 14 65
24 15 39
24 16 39
24 17 20
24 18 86
24 19 74
24 20 61
24 21 39
24 22 19
24 23 59
1
